LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	18:55:42.8649616241455078125
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	2015/03/06	
Time	18:55:42.8649616241455078125	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.003122
5.000000E-11	0.003041
1.000000E-10	0.002956
1.500000E-10	0.002888
2.000000E-10	0.002884
2.500000E-10	0.002863
3.000000E-10	0.002941
3.500000E-10	0.002941
4.000000E-10	0.002913
4.500000E-10	0.002928
5.000000E-10	0.002963
5.500000E-10	0.003044
6.000000E-10	0.003125
6.500000E-10	0.003119
7.000000E-10	0.003122
7.500000E-10	0.003275
8.000000E-10	0.003059
8.500000E-10	0.003109
9.000000E-10	0.003053
9.500000E-10	0.003203
1.000000E-9	0.003203
1.050000E-9	0.003247
1.100000E-9	0.003225
1.150000E-9	0.003159
1.200000E-9	0.003178
1.250000E-9	0.003166
1.300000E-9	0.003116
1.350000E-9	0.003047
1.400000E-9	0.003066
1.450000E-9	0.002991
1.500000E-9	0.003078
1.550000E-9	0.003150
1.600000E-9	0.003128
1.650000E-9	0.003122
1.700000E-9	0.003228
1.750000E-9	0.003359
1.800000E-9	0.003394
1.850000E-9	0.003400
1.900000E-9	0.003456
1.950000E-9	0.003609
2.000000E-9	0.003700
2.050000E-9	0.003663
2.100000E-9	0.003622
2.150000E-9	0.003734
2.200000E-9	0.003813
2.250000E-9	0.003756
2.300000E-9	0.003669
2.350000E-9	0.003578
2.400000E-9	0.003534
2.450000E-9	0.003525
2.500000E-9	0.003550
2.550000E-9	0.003559
2.600000E-9	0.003403
2.650000E-9	0.003547
2.700000E-9	0.003578
2.750000E-9	0.003663
2.800000E-9	0.003616
2.850000E-9	0.003750
2.900000E-9	0.003697
2.950000E-9	0.003969
3.000000E-9	0.004003
3.050000E-9	0.004209
3.100000E-9	0.004175
3.150000E-9	0.004209
3.200000E-9	0.004134
3.250000E-9	0.004203
3.300000E-9	0.004216
3.350000E-9	0.004219
3.400000E-9	0.004150
3.450000E-9	0.004191
3.500000E-9	0.004053
3.550000E-9	0.004069
3.600000E-9	0.004003
3.650000E-9	0.004138
3.700000E-9	0.004144
3.750000E-9	0.004259
3.800000E-9	0.004134
3.850000E-9	0.004288
3.900000E-9	0.004409
3.950000E-9	0.004444
4.000000E-9	0.004550
4.050000E-9	0.004744
4.100000E-9	0.004816
4.150000E-9	0.004869
4.200000E-9	0.004950
4.250000E-9	0.005188
4.300000E-9	0.005584
4.350000E-9	0.005847
4.400000E-9	0.006153
4.450000E-9	0.006603
4.500000E-9	0.007063
4.550000E-9	0.007678
4.600000E-9	0.008219
4.650000E-9	0.008919
4.700000E-9	0.009616
4.750000E-9	0.010425
4.800000E-9	0.011272
4.850000E-9	0.012397
4.900000E-9	0.013625
4.950000E-9	0.015003
5.000000E-9	0.016550
5.050000E-9	0.018316
5.100000E-9	0.020109
5.150000E-9	0.022063
5.200000E-9	0.023919
5.250000E-9	0.025769
5.300000E-9	0.027575
5.350000E-9	0.029203
5.400000E-9	0.030716
5.450000E-9	0.031913
5.500000E-9	0.032759
5.550000E-9	0.033450
