LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	19:21:31.5585417747497558594
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	2015/03/06	
Time	19:21:31.5585417747497558594	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002594
5.000000E-11	0.002459
1.000000E-10	0.002400
1.500000E-10	0.002353
2.000000E-10	0.002303
2.500000E-10	0.002244
3.000000E-10	0.002134
3.500000E-10	0.002172
4.000000E-10	0.002100
4.500000E-10	0.002087
5.000000E-10	0.001988
5.500000E-10	0.002047
6.000000E-10	0.002072
6.500000E-10	0.002038
7.000000E-10	0.002116
7.500000E-10	0.002191
8.000000E-10	0.002106
8.500000E-10	0.002066
9.000000E-10	0.002159
9.500000E-10	0.002178
1.000000E-9	0.002131
1.050000E-9	0.002119
1.100000E-9	0.002022
1.150000E-9	0.002047
1.200000E-9	0.002056
1.250000E-9	0.002122
1.300000E-9	0.002194
1.350000E-9	0.002191
1.400000E-9	0.002231
1.450000E-9	0.002237
1.500000E-9	0.002322
1.550000E-9	0.002269
1.600000E-9	0.002169
1.650000E-9	0.002144
1.700000E-9	0.002162
1.750000E-9	0.002091
1.800000E-9	0.002069
1.850000E-9	0.001978
1.900000E-9	0.002031
1.950000E-9	0.002003
2.000000E-9	0.002056
2.050000E-9	0.002097
2.100000E-9	0.001947
2.150000E-9	0.001984
2.200000E-9	0.002025
2.250000E-9	0.002125
2.300000E-9	0.002087
2.350000E-9	0.001975
2.400000E-9	0.001897
2.450000E-9	0.001881
2.500000E-9	0.001803
2.550000E-9	0.001756
2.600000E-9	0.001588
2.650000E-9	0.001553
2.700000E-9	0.001472
2.750000E-9	0.001362
2.800000E-9	0.001347
2.850000E-9	0.001341
2.900000E-9	0.001275
2.950000E-9	0.001413
3.000000E-9	0.001478
3.050000E-9	0.001497
3.100000E-9	0.001575
3.150000E-9	0.001659
3.200000E-9	0.001594
3.250000E-9	0.001694
3.300000E-9	0.001703
3.350000E-9	0.001759
3.400000E-9	0.001684
3.450000E-9	0.001619
3.500000E-9	0.001678
3.550000E-9	0.001734
3.600000E-9	0.001606
3.650000E-9	0.001588
3.700000E-9	0.001381
3.750000E-9	0.001397
3.800000E-9	0.001413
3.850000E-9	0.001366
3.900000E-9	0.001213
3.950000E-9	0.001200
4.000000E-9	0.001134
4.050000E-9	0.001238
4.100000E-9	0.001313
4.150000E-9	0.001316
4.200000E-9	0.001319
4.250000E-9	0.001388
4.300000E-9	0.001366
4.350000E-9	0.001319
4.400000E-9	0.001288
4.450000E-9	0.001256
4.500000E-9	0.001200
4.550000E-9	0.001078
4.600000E-9	0.000972
4.650000E-9	0.000741
4.700000E-9	0.000531
4.750000E-9	7.187500E-5
4.800000E-9	-0.000409
4.850000E-9	-0.001022
4.900000E-9	-0.001894
4.950000E-9	-0.003050
5.000000E-9	-0.004356
5.050000E-9	-0.006053
5.100000E-9	-0.007953
5.150000E-9	-0.010028
5.200000E-9	-0.012438
5.250000E-9	-0.014709
5.300000E-9	-0.017050
5.350000E-9	-0.019166
5.400000E-9	-0.021119
5.450000E-9	-0.022806
5.500000E-9	-0.024116
