LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	16:33:31.2629818916320800781
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002578
5.000000E-11	0.002519
1.000000E-10	0.002384
1.500000E-10	0.002391
2.000000E-10	0.002378
2.500000E-10	0.002244
3.000000E-10	0.002172
3.500000E-10	0.002106
4.000000E-10	0.001997
4.500000E-10	0.001872
5.000000E-10	0.001984
5.500000E-10	0.002056
6.000000E-10	0.002091
6.500000E-10	0.002081
7.000000E-10	0.002241
7.500000E-10	0.002281
8.000000E-10	0.002394
8.500000E-10	0.002384
9.000000E-10	0.002466
9.500000E-10	0.002372
1.000000E-9	0.002228
1.050000E-9	0.002256
1.100000E-9	0.002109
1.150000E-9	0.001966
1.200000E-9	0.001959
1.250000E-9	0.001841
1.300000E-9	0.001947
1.350000E-9	0.001878
1.400000E-9	0.001900
1.450000E-9	0.002016
1.500000E-9	0.002078
1.550000E-9	0.002122
1.600000E-9	0.002144
1.650000E-9	0.002294
1.700000E-9	0.002200
1.750000E-9	0.002222
1.800000E-9	0.002138
1.850000E-9	0.002206
1.900000E-9	0.002128
1.950000E-9	0.002166
2.000000E-9	0.002194
2.050000E-9	0.002222
2.100000E-9	0.002294
2.150000E-9	0.002263
2.200000E-9	0.002256
2.250000E-9	0.002381
2.300000E-9	0.002388
2.350000E-9	0.002363
2.400000E-9	0.002347
2.450000E-9	0.002331
2.500000E-9	0.002419
2.550000E-9	0.002478
2.600000E-9	0.002428
2.650000E-9	0.002344
2.700000E-9	0.002338
2.750000E-9	0.002300
2.800000E-9	0.002044
2.850000E-9	0.002050
2.900000E-9	0.002044
2.950000E-9	0.002188
3.000000E-9	0.002103
3.050000E-9	0.002181
3.100000E-9	0.002219
3.150000E-9	0.002319
3.200000E-9	0.002534
3.250000E-9	0.002538
3.300000E-9	0.002484
3.350000E-9	0.002500
3.400000E-9	0.002422
3.450000E-9	0.002488
3.500000E-9	0.002278
3.550000E-9	0.002156
3.600000E-9	0.002069
3.650000E-9	0.002147
3.700000E-9	0.002269
3.750000E-9	0.002291
3.800000E-9	0.002275
3.850000E-9	0.002372
3.900000E-9	0.002403
3.950000E-9	0.002463
4.000000E-9	0.002556
4.050000E-9	0.002559
4.100000E-9	0.002594
4.150000E-9	0.002634
4.200000E-9	0.002619
4.250000E-9	0.002763
4.300000E-9	0.002731
4.350000E-9	0.002731
4.400000E-9	0.002678
4.450000E-9	0.002734
4.500000E-9	0.002713
4.550000E-9	0.002750
4.600000E-9	0.002653
4.650000E-9	0.002725
4.700000E-9	0.002700
4.750000E-9	0.002688
4.800000E-9	0.002750
4.850000E-9	0.002753
4.900000E-9	0.002759
4.950000E-9	0.002725
5.000000E-9	0.002753
5.050000E-9	0.002947
5.100000E-9	0.002928
5.150000E-9	0.002906
5.200000E-9	0.002900
5.250000E-9	0.002875
5.300000E-9	0.003019
5.350000E-9	0.003087
5.400000E-9	0.003091
5.450000E-9	0.003144
5.500000E-9	0.003059
5.550000E-9	0.002997
5.600000E-9	0.003031
