LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	17:44:30.9556226730346679688
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002313
5.000000E-11	0.002441
1.000000E-10	0.002366
1.500000E-10	0.002306
2.000000E-10	0.002291
2.500000E-10	0.002284
3.000000E-10	0.002353
3.500000E-10	0.002172
4.000000E-10	0.002116
4.500000E-10	0.002141
5.000000E-10	0.002247
5.500000E-10	0.002172
6.000000E-10	0.002259
6.500000E-10	0.002309
7.000000E-10	0.002250
7.500000E-10	0.002272
8.000000E-10	0.002228
8.500000E-10	0.002188
9.000000E-10	0.002022
9.500000E-10	0.001972
1.000000E-9	0.002012
1.050000E-9	0.002084
1.100000E-9	0.002106
1.150000E-9	0.002178
1.200000E-9	0.002144
1.250000E-9	0.002225
1.300000E-9	0.002116
1.350000E-9	0.002044
1.400000E-9	0.001900
1.450000E-9	0.001884
1.500000E-9	0.001788
1.550000E-9	0.001744
1.600000E-9	0.001734
1.650000E-9	0.001825
1.700000E-9	0.001828
1.750000E-9	0.001878
1.800000E-9	0.001984
1.850000E-9	0.002078
1.900000E-9	0.002022
1.950000E-9	0.002012
2.000000E-9	0.001869
2.050000E-9	0.001909
2.100000E-9	0.001844
2.150000E-9	0.001828
2.200000E-9	0.001775
2.250000E-9	0.001797
2.300000E-9	0.001706
2.350000E-9	0.001672
2.400000E-9	0.001656
2.450000E-9	0.001772
2.500000E-9	0.001763
2.550000E-9	0.001691
2.600000E-9	0.001600
2.650000E-9	0.001800
2.700000E-9	0.001791
2.750000E-9	0.001781
2.800000E-9	0.001634
2.850000E-9	0.001612
2.900000E-9	0.001534
2.950000E-9	0.001519
3.000000E-9	0.001422
3.050000E-9	0.001384
3.100000E-9	0.001431
3.150000E-9	0.001538
3.200000E-9	0.001491
3.250000E-9	0.001541
3.300000E-9	0.001431
3.350000E-9	0.001466
3.400000E-9	0.001506
3.450000E-9	0.001406
3.500000E-9	0.001313
3.550000E-9	0.001256
3.600000E-9	0.001147
3.650000E-9	0.001222
3.700000E-9	0.001066
3.750000E-9	0.001166
3.800000E-9	0.001059
3.850000E-9	0.001056
3.900000E-9	0.001056
3.950000E-9	0.001172
4.000000E-9	0.001266
4.050000E-9	0.001450
4.100000E-9	0.001394
4.150000E-9	0.001503
4.200000E-9	0.001488
4.250000E-9	0.001591
4.300000E-9	0.001706
4.350000E-9	0.001925
4.400000E-9	0.002016
4.450000E-9	0.002222
4.500000E-9	0.002631
4.550000E-9	0.002838
4.600000E-9	0.002916
4.650000E-9	0.003006
4.700000E-9	0.002794
4.750000E-9	0.002237
4.800000E-9	0.001362
4.850000E-9	-6.250000E-6
4.900000E-9	-0.002016
4.950000E-9	-0.004250
5.000000E-9	-0.006959
5.050000E-9	-0.010153
5.100000E-9	-0.013666
5.150000E-9	-0.017084
5.200000E-9	-0.020731
5.250000E-9	-0.024019
5.300000E-9	-0.027119
5.350000E-9	-0.029931
5.400000E-9	-0.032369
5.450000E-9	-0.034359
5.500000E-9	-0.036144
5.550000E-9	-0.037244
