LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	17:17:59.0995736122131347656
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002928
5.000000E-11	0.003100
1.000000E-10	0.002941
1.500000E-10	0.002975
2.000000E-10	0.002900
2.500000E-10	0.002859
3.000000E-10	0.002841
3.500000E-10	0.002897
4.000000E-10	0.002900
4.500000E-10	0.002984
5.000000E-10	0.003012
5.500000E-10	0.003059
6.000000E-10	0.003162
6.500000E-10	0.003241
7.000000E-10	0.003341
7.500000E-10	0.003416
8.000000E-10	0.003313
8.500000E-10	0.003316
9.000000E-10	0.003266
9.500000E-10	0.003363
1.000000E-9	0.003216
1.050000E-9	0.003241
1.100000E-9	0.003188
1.150000E-9	0.003222
1.200000E-9	0.003172
1.250000E-9	0.003263
1.300000E-9	0.003147
1.350000E-9	0.003372
1.400000E-9	0.003488
1.450000E-9	0.003478
1.500000E-9	0.003497
1.550000E-9	0.003531
1.600000E-9	0.003403
1.650000E-9	0.003422
1.700000E-9	0.003366
1.750000E-9	0.003503
1.800000E-9	0.003334
1.850000E-9	0.003469
1.900000E-9	0.003550
1.950000E-9	0.003591
2.000000E-9	0.003578
2.050000E-9	0.003638
2.100000E-9	0.003559
2.150000E-9	0.003581
2.200000E-9	0.003478
2.250000E-9	0.003444
2.300000E-9	0.003469
2.350000E-9	0.003356
2.400000E-9	0.003425
2.450000E-9	0.003428
2.500000E-9	0.003388
2.550000E-9	0.003538
2.600000E-9	0.003544
2.650000E-9	0.003666
2.700000E-9	0.003606
2.750000E-9	0.003719
2.800000E-9	0.003784
2.850000E-9	0.003875
2.900000E-9	0.004087
2.950000E-9	0.004163
3.000000E-9	0.004184
3.050000E-9	0.004537
3.100000E-9	0.004644
3.150000E-9	0.004897
3.200000E-9	0.005259
3.250000E-9	0.005706
3.300000E-9	0.006169
3.350000E-9	0.006613
3.400000E-9	0.007213
3.450000E-9	0.007916
3.500000E-9	0.008778
3.550000E-9	0.009781
3.600000E-9	0.010703
3.650000E-9	0.011813
3.700000E-9	0.012841
3.750000E-9	0.013841
3.800000E-9	0.014772
3.850000E-9	0.015738
3.900000E-9	0.016597
3.950000E-9	0.017634
4.000000E-9	0.018553
4.050000E-9	0.019722
4.100000E-9	0.020972
4.150000E-9	0.022225
4.200000E-9	0.023450
4.250000E-9	0.024994
4.300000E-9	0.026219
4.350000E-9	0.027144
4.400000E-9	0.027594
4.450000E-9	0.027716
4.500000E-9	0.027191
4.550000E-9	0.026194
4.600000E-9	0.024563
4.650000E-9	0.022812
4.700000E-9	0.020884
4.750000E-9	0.019172
4.800000E-9	0.017544
4.850000E-9	0.016384
4.900000E-9	0.015728
4.950000E-9	0.015534
5.000000E-9	0.015509
5.050000E-9	0.015741
5.100000E-9	0.016063
5.150000E-9	0.016341
5.200000E-9	0.016088
5.250000E-9	0.015738
5.300000E-9	0.014997
5.350000E-9	0.013853
5.400000E-9	0.012672
5.450000E-9	0.011469
5.500000E-9	0.010303
5.550000E-9	0.009434
5.600000E-9	0.008844
