LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	16:04:46.1723122596740722656
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002116
5.000000E-11	0.002216
1.000000E-10	0.002259
1.500000E-10	0.002300
2.000000E-10	0.002269
2.500000E-10	0.002213
3.000000E-10	0.002069
3.500000E-10	0.002019
4.000000E-10	0.001963
4.500000E-10	0.002075
5.000000E-10	0.002078
5.500000E-10	0.002153
6.000000E-10	0.002216
6.500000E-10	0.002375
7.000000E-10	0.002441
7.500000E-10	0.002569
8.000000E-10	0.002691
8.500000E-10	0.002684
9.000000E-10	0.002625
9.500000E-10	0.002681
1.000000E-9	0.002544
1.050000E-9	0.002566
1.100000E-9	0.002331
1.150000E-9	0.002225
1.200000E-9	0.002175
1.250000E-9	0.002116
1.300000E-9	0.002066
1.350000E-9	0.002116
1.400000E-9	0.002269
1.450000E-9	0.002331
1.500000E-9	0.002372
1.550000E-9	0.002278
1.600000E-9	0.002363
1.650000E-9	0.002344
1.700000E-9	0.002331
1.750000E-9	0.002544
1.800000E-9	0.002463
1.850000E-9	0.002456
1.900000E-9	0.002388
1.950000E-9	0.002453
2.000000E-9	0.002441
2.050000E-9	0.002478
2.100000E-9	0.002269
2.150000E-9	0.002225
2.200000E-9	0.002106
2.250000E-9	0.002178
2.300000E-9	0.002103
2.350000E-9	0.002131
2.400000E-9	0.002222
2.450000E-9	0.002234
2.500000E-9	0.002162
2.550000E-9	0.002263
2.600000E-9	0.002191
2.650000E-9	0.002191
2.700000E-9	0.002259
2.750000E-9	0.002281
2.800000E-9	0.002216
2.850000E-9	0.002194
2.900000E-9	0.002266
2.950000E-9	0.002259
3.000000E-9	0.002225
3.050000E-9	0.002231
3.100000E-9	0.002356
3.150000E-9	0.002428
3.200000E-9	0.002450
3.250000E-9	0.002419
3.300000E-9	0.002425
3.350000E-9	0.002400
3.400000E-9	0.002434
3.450000E-9	0.002416
3.500000E-9	0.002456
3.550000E-9	0.002500
3.600000E-9	0.002481
3.650000E-9	0.002512
3.700000E-9	0.002266
3.750000E-9	0.002325
3.800000E-9	0.002206
3.850000E-9	0.002162
3.900000E-9	0.002200
3.950000E-9	0.002162
4.000000E-9	0.002278
4.050000E-9	0.002241
4.100000E-9	0.002375
4.150000E-9	0.002538
4.200000E-9	0.002634
4.250000E-9	0.002700
4.300000E-9	0.002728
4.350000E-9	0.002891
4.400000E-9	0.002825
4.450000E-9	0.002847
4.500000E-9	0.002906
4.550000E-9	0.002900
4.600000E-9	0.002741
4.650000E-9	0.002809
4.700000E-9	0.002728
4.750000E-9	0.002775
4.800000E-9	0.002713
4.850000E-9	0.002744
4.900000E-9	0.002741
4.950000E-9	0.002703
5.000000E-9	0.002631
5.050000E-9	0.002659
5.100000E-9	0.002559
5.150000E-9	0.002678
5.200000E-9	0.002756
5.250000E-9	0.002691
5.300000E-9	0.002750
5.350000E-9	0.002791
5.400000E-9	0.002744
5.450000E-9	0.002737
5.500000E-9	0.002844
5.550000E-9	0.003019
5.600000E-9	0.003056
