LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	16:31:24.1067090034484863281
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	2015/03/06	
Time	16:31:24.1067090034484863281	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001903
5.000000E-11	0.001878
1.000000E-10	0.001937
1.500000E-10	0.001953
2.000000E-10	0.001916
2.500000E-10	0.001878
3.000000E-10	0.001925
3.500000E-10	0.002038
4.000000E-10	0.002000
4.500000E-10	0.002016
5.000000E-10	0.002053
5.500000E-10	0.002069
6.000000E-10	0.002188
6.500000E-10	0.002291
7.000000E-10	0.002303
7.500000E-10	0.002356
8.000000E-10	0.002413
8.500000E-10	0.002363
9.000000E-10	0.002319
9.500000E-10	0.002269
1.000000E-9	0.002300
1.050000E-9	0.002103
1.100000E-9	0.002072
1.150000E-9	0.002081
1.200000E-9	0.001975
1.250000E-9	0.001872
1.300000E-9	0.001919
1.350000E-9	0.001934
1.400000E-9	0.001888
1.450000E-9	0.001966
1.500000E-9	0.001978
1.550000E-9	0.001963
1.600000E-9	0.001803
1.650000E-9	0.001934
1.700000E-9	0.001959
1.750000E-9	0.001934
1.800000E-9	0.001937
1.850000E-9	0.002078
1.900000E-9	0.002066
1.950000E-9	0.002066
2.000000E-9	0.002075
2.050000E-9	0.002087
2.100000E-9	0.002159
2.150000E-9	0.002175
2.200000E-9	0.002050
2.250000E-9	0.002041
2.300000E-9	0.002063
2.350000E-9	0.002116
2.400000E-9	0.002078
2.450000E-9	0.002141
2.500000E-9	0.002169
2.550000E-9	0.002087
2.600000E-9	0.002141
2.650000E-9	0.002256
2.700000E-9	0.002175
2.750000E-9	0.002116
2.800000E-9	0.002075
2.850000E-9	0.001997
2.900000E-9	0.001956
2.950000E-9	0.001944
3.000000E-9	0.001975
3.050000E-9	0.001984
3.100000E-9	0.001953
3.150000E-9	0.002022
3.200000E-9	0.001906
3.250000E-9	0.001984
3.300000E-9	0.002128
3.350000E-9	0.002038
3.400000E-9	0.002050
3.450000E-9	0.002072
3.500000E-9	0.002100
3.550000E-9	0.002116
3.600000E-9	0.002078
3.650000E-9	0.002103
3.700000E-9	0.002047
3.750000E-9	0.002047
3.800000E-9	0.001909
3.850000E-9	0.001978
3.900000E-9	0.002050
3.950000E-9	0.001984
4.000000E-9	0.001941
4.050000E-9	0.001937
4.100000E-9	0.001941
4.150000E-9	0.001981
4.200000E-9	0.001966
4.250000E-9	0.001947
4.300000E-9	0.001981
4.350000E-9	0.001969
4.400000E-9	0.001850
4.450000E-9	0.001816
4.500000E-9	0.001794
4.550000E-9	0.001766
4.600000E-9	0.001806
4.650000E-9	0.001853
4.700000E-9	0.001969
4.750000E-9	0.001891
4.800000E-9	0.001903
4.850000E-9	0.002031
4.900000E-9	0.001900
4.950000E-9	0.001947
5.000000E-9	0.001922
5.050000E-9	0.001909
5.100000E-9	0.001903
5.150000E-9	0.001844
5.200000E-9	0.001781
5.250000E-9	0.001700
5.300000E-9	0.001694
5.350000E-9	0.001716
5.400000E-9	0.001703
5.450000E-9	0.001641
5.500000E-9	0.001591
5.550000E-9	0.001569
