LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/06
Time	16:17:16.2632150650024414063
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	2015/03/06	
Time	16:17:16.2632150650024414063	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002156
5.000000E-11	0.002181
1.000000E-10	0.002228
1.500000E-10	0.002228
2.000000E-10	0.002172
2.500000E-10	0.002253
3.000000E-10	0.002225
3.500000E-10	0.002250
4.000000E-10	0.002122
4.500000E-10	0.002128
5.000000E-10	0.002116
5.500000E-10	0.002134
6.000000E-10	0.002128
6.500000E-10	0.002069
7.000000E-10	0.002222
7.500000E-10	0.002253
8.000000E-10	0.002256
8.500000E-10	0.002303
9.000000E-10	0.002228
9.500000E-10	0.002228
1.000000E-9	0.002091
1.050000E-9	0.002125
1.100000E-9	0.001975
1.150000E-9	0.001853
1.200000E-9	0.001816
1.250000E-9	0.001756
1.300000E-9	0.001638
1.350000E-9	0.001725
1.400000E-9	0.001909
1.450000E-9	0.001984
1.500000E-9	0.002044
1.550000E-9	0.002169
1.600000E-9	0.002297
1.650000E-9	0.002231
1.700000E-9	0.002216
1.750000E-9	0.002116
1.800000E-9	0.002109
1.850000E-9	0.002022
1.900000E-9	0.002016
1.950000E-9	0.001903
2.000000E-9	0.001894
2.050000E-9	0.001981
2.100000E-9	0.001969
2.150000E-9	0.001941
2.200000E-9	0.001950
2.250000E-9	0.001931
2.300000E-9	0.001934
2.350000E-9	0.002016
2.400000E-9	0.001928
2.450000E-9	0.001969
2.500000E-9	0.001984
2.550000E-9	0.002009
2.600000E-9	0.001963
2.650000E-9	0.002028
2.700000E-9	0.002091
2.750000E-9	0.002119
2.800000E-9	0.002078
2.850000E-9	0.002166
2.900000E-9	0.002091
2.950000E-9	0.002191
3.000000E-9	0.002016
3.050000E-9	0.002097
3.100000E-9	0.002069
3.150000E-9	0.001988
3.200000E-9	0.002081
3.250000E-9	0.002116
3.300000E-9	0.002097
3.350000E-9	0.002213
3.400000E-9	0.002197
3.450000E-9	0.002269
3.500000E-9	0.002331
3.550000E-9	0.002325
3.600000E-9	0.002419
3.650000E-9	0.002413
3.700000E-9	0.002344
3.750000E-9	0.002300
3.800000E-9	0.002263
3.850000E-9	0.002325
3.900000E-9	0.002350
3.950000E-9	0.002309
4.000000E-9	0.002259
4.050000E-9	0.002344
4.100000E-9	0.002378
4.150000E-9	0.002531
4.200000E-9	0.002491
4.250000E-9	0.002553
4.300000E-9	0.002544
4.350000E-9	0.002544
4.400000E-9	0.002475
4.450000E-9	0.002500
4.500000E-9	0.002516
4.550000E-9	0.002525
4.600000E-9	0.002519
4.650000E-9	0.002491
4.700000E-9	0.002494
4.750000E-9	0.002500
4.800000E-9	0.002428
4.850000E-9	0.002472
4.900000E-9	0.002522
4.950000E-9	0.002594
5.000000E-9	0.002631
5.050000E-9	0.002737
5.100000E-9	0.002716
5.150000E-9	0.002781
5.200000E-9	0.002866
5.250000E-9	0.002991
5.300000E-9	0.002963
5.350000E-9	0.003031
5.400000E-9	0.003031
5.450000E-9	0.003066
5.500000E-9	0.003019
5.550000E-9	0.003162
