Study Name	Al_Orientation
Sample Name	SC_111
Run Name	20_deg
Operator	Cody
Date	6/25/2015
Time	10:20
Sign	NEG
Gratign Spacing	05.50um
Channel	3
Number Traces	5000
Files in Batch	3
Batch Number	3
dt	50.000001E-12
	
Time	Amplitude
0.000000E+0	2.222572E-5
5.000000E-11	2.344729E-5
1.000000E-10	1.791502E-5
1.500000E-10	1.826858E-5
2.000000E-10	1.929956E-5
2.500000E-10	6.585335E-6
3.000000E-10	-3.730297E-6
3.500000E-10	-4.536157E-6
4.000000E-10	-1.287961E-5
4.500000E-10	-2.266180E-5
5.000000E-10	-2.317556E-5
5.500000E-10	-2.893639E-5
6.000000E-10	-4.390108E-5
6.500000E-10	-4.639013E-5
7.000000E-10	-3.568642E-5
7.500000E-10	-3.557075E-5
8.000000E-10	-4.224655E-5
8.500000E-10	-3.646431E-5
9.000000E-10	-2.448482E-5
9.500000E-10	-2.160044E-5
1.000000E-9	-2.600332E-5
1.050000E-9	-2.643249E-5
1.100000E-9	-2.097204E-5
1.150000E-9	-1.431179E-5
1.200000E-9	-1.087670E-5
1.250000E-9	-1.213866E-5
1.300000E-9	-1.083388E-5
1.350000E-9	-7.862834E-6
1.400000E-9	-1.399932E-5
1.450000E-9	-2.359575E-5
1.500000E-9	-2.598364E-5
1.550000E-9	-2.342588E-5
1.600000E-9	-1.970180E-5
1.650000E-9	-1.959683E-5
1.700000E-9	-2.565632E-5
1.750000E-9	-2.796169E-5
1.800000E-9	-2.888184E-5
1.850000E-9	-4.241953E-5
1.900000E-9	-5.360593E-5
1.950000E-9	-4.889679E-5
2.000000E-9	-4.624201E-5
2.050000E-9	-4.519481E-5
2.100000E-9	-3.573993E-5
2.150000E-9	-3.689555E-5
2.200000E-9	-4.729612E-5
2.250000E-9	-4.617606E-5
2.300000E-9	-4.660454E-5
2.350000E-9	-5.285704E-5
2.400000E-9	-4.359448E-5
2.450000E-9	-2.864912E-5
2.500000E-9	-2.616249E-5
2.550000E-9	-2.632235E-5
2.600000E-9	-2.249469E-5
2.650000E-9	-1.951846E-5
2.700000E-9	-1.653981E-5
2.750000E-9	-1.529339E-5
2.800000E-9	-1.906650E-5
2.850000E-9	-1.854238E-5
2.900000E-9	-1.128135E-5
2.950000E-9	-1.448960E-5
3.000000E-9	-2.573228E-5
3.050000E-9	-1.963171E-5
3.100000E-9	-5.239127E-6
3.150000E-9	-9.420347E-6
3.200000E-9	-1.663338E-5
3.250000E-9	-1.259925E-5
3.300000E-9	-1.551402E-5
3.350000E-9	-2.042030E-5
3.400000E-9	-1.482520E-5
3.450000E-9	-1.301944E-5
3.500000E-9	-1.232476E-5
3.550000E-9	3.587355E-7
3.600000E-9	8.257132E-6
3.650000E-9	1.694930E-6
3.700000E-9	-1.223637E-6
3.750000E-9	6.123709E-6
3.800000E-9	1.067955E-5
