Study Name	Al_Orientation
Sample Name	SC_111
Run Name	45_deg
Operator	Cody
Date	6/25/2015
Time	15:54
Sign	POS
Gratign Spacing	05.50um
Channel	3
Number Traces	5000
Files in Batch	3
Batch Number	3
dt	50.000001E-12
	
Time	Amplitude
0.000000E+0	2.371521E-5
5.000000E-11	2.114503E-5
1.000000E-10	1.299769E-5
1.500000E-10	2.252541E-6
2.000000E-10	1.330532E-5
2.500000E-10	2.869125E-5
3.000000E-10	1.263136E-5
3.500000E-10	-8.624499E-6
4.000000E-10	-7.002766E-6
4.500000E-10	-5.719052E-6
5.000000E-10	-1.163284E-5
5.500000E-10	-1.269627E-5
6.000000E-10	-1.569390E-5
6.500000E-10	-1.711089E-5
7.000000E-10	-8.789193E-6
7.500000E-10	-7.524469E-6
8.000000E-10	-1.622424E-5
8.500000E-10	-1.369582E-5
9.000000E-10	-4.696708E-6
9.500000E-10	-6.519733E-6
1.000000E-9	-9.056432E-6
1.050000E-9	1.028905E-7
1.100000E-9	5.680037E-6
1.150000E-9	-4.994330E-6
1.200000E-9	-1.505722E-5
1.250000E-9	-1.247150E-5
1.300000E-9	-6.948904E-6
1.350000E-9	-7.396719E-6
1.400000E-9	-1.329738E-5
1.450000E-9	-1.761671E-5
1.500000E-9	-1.996006E-5
1.550000E-9	-2.571605E-5
1.600000E-9	-3.193989E-5
1.650000E-9	-3.257450E-5
1.700000E-9	-2.866155E-5
1.750000E-9	-2.792889E-5
1.800000E-9	-2.832353E-5
1.850000E-9	-2.179448E-5
1.900000E-9	-1.020756E-5
1.950000E-9	6.491076E-6
2.000000E-9	2.260414E-5
2.050000E-9	2.608446E-5
2.100000E-9	2.673598E-5
2.150000E-9	3.694631E-5
2.200000E-9	4.553317E-5
2.250000E-9	4.405300E-5
2.300000E-9	4.366388E-5
2.350000E-9	4.680307E-5
2.400000E-9	4.229661E-5
2.450000E-9	3.597403E-5
2.500000E-9	3.498414E-5
2.550000E-9	3.172030E-5
2.600000E-9	2.996564E-5
2.650000E-9	3.427702E-5
2.700000E-9	3.481392E-5
2.750000E-9	3.167127E-5
2.800000E-9	3.414720E-5
2.850000E-9	4.004649E-5
2.900000E-9	4.210015E-5
2.950000E-9	4.254590E-5
3.000000E-9	4.678685E-5
3.050000E-9	5.281215E-5
3.100000E-9	5.574971E-5
3.150000E-9	5.666709E-5
3.200000E-9	5.819008E-5
3.250000E-9	5.365289E-5
3.300000E-9	4.133469E-5
3.350000E-9	3.820516E-5
3.400000E-9	4.578211E-5
3.450000E-9	3.816407E-5
3.500000E-9	1.655362E-5
3.550000E-9	8.171505E-6
3.600000E-9	5.073052E-6
3.650000E-9	-8.215700E-6
3.700000E-9	-1.081213E-5
3.750000E-9	-3.801077E-6
3.800000E-9	-1.326838E-5
3.850000E-9	-2.156418E-5
3.900000E-9	-7.388087E-6
3.950000E-9	1.287512E-6
4.000000E-9	-9.507355E-6
4.050000E-9	-6.928533E-6
4.100000E-9	2.107839E-5
4.150000E-9	4.191992E-5
4.200000E-9	3.951201E-5
4.250000E-9	3.611421E-5
4.300000E-9	4.810163E-5
4.350000E-9	6.095569E-5
4.400000E-9	5.753130E-5
4.450000E-9	4.631935E-5
4.500000E-9	4.153736E-5
4.550000E-9	4.149144E-5
4.600000E-9	3.254032E-5
4.650000E-9	8.243321E-6
4.700000E-9	-1.479827E-5
4.750000E-9	-2.303780E-5
4.800000E-9	-1.847056E-5
4.850000E-9	-1.242212E-5
4.900000E-9	-2.762194E-5
4.950000E-9	-5.186335E-5
5.000000E-9	-5.150703E-5
5.050000E-9	-4.604900E-5
5.100000E-9	-5.304279E-5
5.150000E-9	-4.557184E-5
5.200000E-9	-2.892741E-5
5.250000E-9	-2.297565E-5
5.300000E-9	-6.140972E-6
5.350000E-9	2.154174E-5
5.400000E-9	3.092618E-5
5.450000E-9	3.985624E-5
5.500000E-9	6.499086E-5
5.550000E-9	7.396685E-5
5.600000E-9	6.189414E-5
5.650000E-9	5.290296E-5
5.700000E-9	4.569476E-5
5.750000E-9	3.516368E-5
5.800000E-9	2.581411E-5
5.850000E-9	1.242247E-5
5.900000E-9	-8.742582E-6
5.950000E-9	-2.613556E-5
6.000000E-9	-3.291493E-5
6.050000E-9	-3.118755E-5
6.100000E-9	-2.184903E-5
6.150000E-9	-1.647974E-5
6.200000E-9	-1.950016E-5
6.250000E-9	-9.435884E-6
6.300000E-9	1.235307E-5
6.350000E-9	1.716026E-5
6.400000E-9	1.495123E-5
6.450000E-9	3.005575E-5
6.500000E-9	4.459369E-5
6.550000E-9	4.711244E-5
6.600000E-9	5.312600E-5
6.650000E-9	5.148459E-5
6.700000E-9	3.320945E-5
6.750000E-9	2.832561E-5
6.800000E-9	3.614079E-5
6.850000E-9	2.592287E-5
6.900000E-9	9.634069E-6
6.950000E-9	2.544985E-6
7.000000E-9	-5.262951E-6
7.050000E-9	-6.087455E-6
7.100000E-9	3.569401E-6
7.150000E-9	5.896521E-6
7.200000E-9	-9.046074E-7
7.250000E-9	-1.229161E-6
7.300000E-9	1.260166E-5
7.350000E-9	3.078945E-5
7.400000E-9	3.471621E-5
7.450000E-9	3.028294E-5
7.500000E-9	4.354476E-5
7.550000E-9	6.478335E-5
7.600000E-9	6.680940E-5
7.650000E-9	5.550043E-5
7.700000E-9	4.312388E-5
7.750000E-9	3.123761E-5
7.800000E-9	2.178101E-5
7.850000E-9	1.181410E-5
7.900000E-9	2.460049E-6
7.950000E-9	-4.602104E-6
8.000000E-9	-1.496573E-5
8.050000E-9	-2.127726E-5
8.100000E-9	-1.338267E-5
8.150000E-9	-7.573843E-6
8.200000E-9	-1.378387E-5
8.250000E-9	-1.036017E-5
8.300000E-9	2.514256E-6
8.350000E-9	1.410773E-6
8.400000E-9	-1.350351E-6
8.450000E-9	1.164250E-5
8.500000E-9	1.744649E-5
8.550000E-9	1.073410E-5
8.600000E-9	2.195089E-5
8.650000E-9	4.051812E-5
8.700000E-9	3.289111E-5
8.750000E-9	1.720308E-5
8.800000E-9	1.361779E-5
8.850000E-9	6.734146E-6
8.900000E-9	2.478003E-6
8.950000E-9	1.183655E-5
9.000000E-9	1.453483E-5
9.050000E-9	8.353808E-6
9.100000E-9	8.045136E-6
9.150000E-9	2.791508E-6
9.200000E-9	-1.056146E-5
9.250000E-9	-1.474234E-5
9.300000E-9	-1.323454E-5
9.350000E-9	-1.811804E-5
9.400000E-9	-2.083290E-5
9.450000E-9	-1.689475E-5
9.500000E-9	-1.232407E-5
9.550000E-9	-1.948013E-6
9.600000E-9	8.561660E-6
9.650000E-9	5.546417E-6
9.700000E-9	6.144770E-6
9.750000E-9	2.537251E-5
9.800000E-9	4.026608E-5
9.850000E-9	3.564395E-5
9.900000E-9	3.115164E-5
9.950000E-9	3.945711E-5
1.000000E-8	4.527077E-5
1.005000E-8	4.125666E-5
1.010000E-8	4.065105E-5
1.015000E-8	4.166787E-5
1.020000E-8	2.858421E-5
1.025000E-8	9.978648E-6
1.030000E-8	1.476375E-6
1.035000E-8	-4.083854E-6
1.040000E-8	-7.679150E-6
1.045000E-8	-5.656558E-6
1.050000E-8	-1.422409E-5
1.055000E-8	-2.904066E-5
1.060000E-8	-2.564217E-5
1.065000E-8	-1.565385E-5
1.070000E-8	-1.704529E-5
1.075000E-8	-1.447717E-5
1.080000E-8	-6.674414E-6
1.085000E-8	-1.097993E-5
1.090000E-8	-1.182377E-5
1.095000E-8	9.195576E-6
1.100000E-8	2.806838E-5
1.105000E-8	2.759260E-5
1.110000E-8	2.464192E-5
1.115000E-8	2.185110E-5
1.120000E-8	9.865745E-6
1.125000E-8	6.681665E-6
1.130000E-8	1.782180E-5
1.135000E-8	1.491187E-5
1.140000E-8	-1.498817E-6
1.145000E-8	-5.670024E-6
1.150000E-8	2.729014E-6
1.155000E-8	1.032047E-5
1.160000E-8	1.226192E-5
1.165000E-8	1.794955E-5
1.170000E-8	3.706301E-5
1.175000E-8	5.552528E-5
1.180000E-8	6.113281E-5
1.185000E-8	6.345372E-5
1.190000E-8	6.501227E-5
1.195000E-8	6.562754E-5
1.200000E-8	6.965857E-5
1.205000E-8	6.916656E-5
1.210000E-8	6.508512E-5
1.215000E-8	6.637885E-5
1.220000E-8	6.143389E-5
1.225000E-8	4.737415E-5
1.230000E-8	4.321606E-5
1.235000E-8	4.551694E-5
1.240000E-8	3.627441E-5
1.245000E-8	2.445858E-5
1.250000E-8	2.628195E-5
1.255000E-8	3.705576E-5
1.260000E-8	4.372430E-5
1.265000E-8	4.513093E-5
1.270000E-8	4.950309E-5
1.275000E-8	5.248898E-5
1.280000E-8	4.829844E-5
1.285000E-8	4.978206E-5
1.290000E-8	5.759518E-5
1.295000E-8	5.526253E-5
1.300000E-8	5.055823E-5
1.305000E-8	5.755927E-5
1.310000E-8	6.453062E-5
1.315000E-8	6.672792E-5
1.320000E-8	7.624563E-5
1.325000E-8	9.800523E-5
1.330000E-8	1.356635E-4
1.335000E-8	1.938183E-4
1.340000E-8	2.710307E-4
1.345000E-8	3.627659E-4
1.350000E-8	4.694222E-4
1.355000E-8	6.040878E-4
1.360000E-8	7.725917E-4
1.365000E-8	9.623324E-4
1.370000E-8	1.172614E-3
1.375000E-8	1.416598E-3
1.380000E-8	1.687257E-3
1.385000E-8	1.968804E-3
1.390000E-8	2.261113E-3
1.395000E-8	2.563116E-3
1.400000E-8	2.869325E-3
1.405000E-8	3.173791E-3
1.410000E-8	3.471053E-3
1.415000E-8	3.770519E-3
1.420000E-8	4.064853E-3
1.425000E-8	4.317811E-3
1.430000E-8	4.533113E-3
1.435000E-8	4.745257E-3
1.440000E-8	4.945518E-3
1.445000E-8	5.104701E-3
1.450000E-8	5.220376E-3
1.455000E-8	5.307410E-3
1.460000E-8	5.373692E-3
1.465000E-8	5.408427E-3
1.470000E-8	5.406705E-3
1.475000E-8	5.380111E-3
1.480000E-8	5.325653E-3
1.485000E-8	5.230568E-3
1.490000E-8	5.098516E-3
1.495000E-8	4.940382E-3
1.500000E-8	4.762930E-3
1.505000E-8	4.567595E-3
1.510000E-8	4.344752E-3
1.515000E-8	4.100494E-3
1.520000E-8	3.864753E-3
1.525000E-8	3.637809E-3
1.530000E-8	3.400315E-3
1.535000E-8	3.169527E-3
1.540000E-8	2.967760E-3
1.545000E-8	2.784529E-3
1.550000E-8	2.619057E-3
1.555000E-8	2.495731E-3
1.560000E-8	2.409080E-3
1.565000E-8	2.330973E-3
1.570000E-8	2.274661E-3
1.575000E-8	2.266082E-3
1.580000E-8	2.289370E-3
1.585000E-8	2.329553E-3
1.590000E-8	2.396471E-3
1.595000E-8	2.480447E-3
1.600000E-8	2.559726E-3
1.605000E-8	2.641191E-3
1.610000E-8	2.741709E-3
1.615000E-8	2.855176E-3
1.620000E-8	2.958274E-3
1.625000E-8	3.040643E-3
1.630000E-8	3.126901E-3
