Study Name	Al_Orientation
Sample Name	SC_111
Run Name	30_deg
Operator	Cody
Date	6/25/2015
Time	11:32
Sign	POS
Gratign Spacing	05.50um
Channel	3
Number Traces	5000
Files in Batch	3
Batch Number	1
dt	50.000001E-12
	
Time	Amplitude
0.000000E+0	-5.395983E-5
5.000000E-11	-2.447584E-5
1.000000E-10	-1.759047E-5
1.500000E-10	-1.737468E-5
2.000000E-10	4.094212E-6
2.500000E-10	2.149444E-5
3.000000E-10	1.817777E-5
3.500000E-10	1.604297E-5
4.000000E-10	1.976187E-5
4.500000E-10	2.067960E-5
5.000000E-10	1.430488E-5
5.500000E-10	-1.795059E-6
6.000000E-10	-1.271595E-5
6.500000E-10	-1.640481E-5
7.000000E-10	-3.083813E-5
7.500000E-10	-4.712970E-5
8.000000E-10	-5.556948E-5
8.500000E-10	-6.628010E-5
9.000000E-10	-7.124232E-5
9.500000E-10	-7.222979E-5
1.000000E-9	-8.517017E-5
1.050000E-9	-8.907172E-5
1.100000E-9	-7.331877E-5
1.150000E-9	-6.424750E-5
1.200000E-9	-5.583223E-5
1.250000E-9	-3.507184E-5
1.300000E-9	-2.277850E-5
1.350000E-9	-1.771684E-5
1.400000E-9	-3.176139E-6
1.450000E-9	1.190077E-5
1.500000E-9	1.992277E-5
1.550000E-9	2.432980E-5
1.600000E-9	2.380084E-5
1.650000E-9	1.426587E-5
1.700000E-9	2.943427E-6
1.750000E-9	1.821299E-6
1.800000E-9	9.581242E-7
1.850000E-9	-9.233555E-6
1.900000E-9	-1.896292E-5
1.950000E-9	-3.105255E-5
2.000000E-9	-4.482744E-5
2.050000E-9	-4.399948E-5
2.100000E-9	-4.407371E-5
2.150000E-9	-5.881364E-5
2.200000E-9	-5.854364E-5
2.250000E-9	-4.651305E-5
2.300000E-9	-5.339083E-5
2.350000E-9	-5.835719E-5
2.400000E-9	-4.929005E-5
2.450000E-9	-5.254975E-5
2.500000E-9	-5.782824E-5
2.550000E-9	-5.550871E-5
2.600000E-9	-7.015541E-5
2.650000E-9	-8.593356E-5
2.700000E-9	-7.966691E-5
2.750000E-9	-7.585720E-5
2.800000E-9	-7.966380E-5
2.850000E-9	-7.594904E-5
2.900000E-9	-7.848367E-5
2.950000E-9	-9.065927E-5
3.000000E-9	-9.284828E-5
3.050000E-9	-8.233930E-5
3.100000E-9	-7.100788E-5
3.150000E-9	-6.485759E-5
3.200000E-9	-5.937988E-5
3.250000E-9	-4.343842E-5
3.300000E-9	-2.173889E-5
3.350000E-9	-1.087877E-5
3.400000E-9	-5.494627E-6
3.450000E-9	6.830822E-6
3.500000E-9	1.894186E-5
3.550000E-9	2.305955E-5
3.600000E-9	2.150203E-5
3.650000E-9	1.697382E-5
3.700000E-9	8.560624E-6
3.750000E-9	-4.942885E-6
3.800000E-9	-1.966105E-5
3.850000E-9	-2.966111E-5
3.900000E-9	-3.717867E-5
3.950000E-9	-5.087553E-5
4.000000E-9	-6.673862E-5
4.050000E-9	-7.124267E-5
4.100000E-9	-6.814421E-5
4.150000E-9	-7.143947E-5
4.200000E-9	-7.613687E-5
4.250000E-9	-7.372723E-5
4.300000E-9	-7.632021E-5
4.350000E-9	-8.560037E-5
4.400000E-9	-8.762227E-5
4.450000E-9	-8.523784E-5
4.500000E-9	-8.172265E-5
4.550000E-9	-7.403452E-5
4.600000E-9	-7.176333E-5
4.650000E-9	-7.349037E-5
4.700000E-9	-6.244726E-5
4.750000E-9	-4.327649E-5
4.800000E-9	-2.971014E-5
4.850000E-9	-1.783837E-5
4.900000E-9	-9.748698E-6
4.950000E-9	-1.046168E-5
5.000000E-9	-7.879061E-6
5.050000E-9	-1.755353E-6
5.100000E-9	-3.271088E-6
5.150000E-9	-4.997093E-6
5.200000E-9	-7.226501E-7
5.250000E-9	-3.414720E-7
5.300000E-9	-6.279425E-6
5.350000E-9	-1.345172E-5
5.400000E-9	-2.247501E-5
5.450000E-9	-2.916806E-5
5.500000E-9	-2.811292E-5
5.550000E-9	-2.846130E-5
5.600000E-9	-3.768967E-5
5.650000E-9	-4.672504E-5
5.700000E-9	-4.816206E-5
5.750000E-9	-4.713419E-5
5.800000E-9	-4.924724E-5
5.850000E-9	-4.889092E-5
5.900000E-9	-4.335106E-5
5.950000E-9	-4.451083E-5
6.000000E-9	-4.708102E-5
6.050000E-9	-3.098660E-5
6.100000E-9	-1.066194E-5
6.150000E-9	-1.148989E-5
6.200000E-9	-1.784735E-5
6.250000E-9	-1.328979E-5
6.300000E-9	-1.496745E-5
6.350000E-9	-2.136082E-5
6.400000E-9	-1.620283E-5
6.450000E-9	-1.140392E-5
6.500000E-9	-1.151648E-5
6.550000E-9	-1.305638E-5
6.600000E-9	-2.469164E-5
6.650000E-9	-3.518647E-5
6.700000E-9	-3.338726E-5
6.750000E-9	-3.227549E-5
6.800000E-9	-3.443516E-5
6.850000E-9	-3.598231E-5
6.900000E-9	-4.721360E-5
6.950000E-9	-6.159789E-5
7.000000E-9	-6.122880E-5
7.050000E-9	-5.962744E-5
7.100000E-9	-6.446225E-5
7.150000E-9	-5.874493E-5
7.200000E-9	-5.905256E-5
7.250000E-9	-8.411951E-5
7.300000E-9	-9.942050E-5
7.350000E-9	-8.882761E-5
