LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:11:39.217193603515625
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001925
5.000000E-11	0.001984
1.000000E-10	0.002063
1.500000E-10	0.002081
2.000000E-10	0.002003
2.500000E-10	0.002031
3.000000E-10	0.002069
3.500000E-10	0.002184
4.000000E-10	0.002109
4.500000E-10	0.002288
5.000000E-10	0.002319
5.500000E-10	0.002444
6.000000E-10	0.002331
6.500000E-10	0.002338
7.000000E-10	0.002437
7.500000E-10	0.002509
8.000000E-10	0.002428
8.500000E-10	0.002384
9.000000E-10	0.002347
9.500000E-10	0.002150
1.000000E-9	0.002025
1.050000E-9	0.001966
1.100000E-9	0.001994
1.150000E-9	0.001828
1.200000E-9	0.001794
1.250000E-9	0.001894
1.300000E-9	0.001769
1.350000E-9	0.001841
1.400000E-9	0.001828
1.450000E-9	0.002063
1.500000E-9	0.002144
1.550000E-9	0.002072
1.600000E-9	0.002028
1.650000E-9	0.002059
1.700000E-9	0.002053
1.750000E-9	0.002131
1.800000E-9	0.002044
1.850000E-9	0.001950
1.900000E-9	0.001866
1.950000E-9	0.001834
2.000000E-9	0.001831
2.050000E-9	0.001741
2.100000E-9	0.001612
2.150000E-9	0.001588
2.200000E-9	0.001519
2.250000E-9	0.001612
2.300000E-9	0.001600
2.350000E-9	0.001675
2.400000E-9	0.001631
2.450000E-9	0.001694
2.500000E-9	0.001869
2.550000E-9	0.001897
2.600000E-9	0.001906
2.650000E-9	0.001881
2.700000E-9	0.001988
2.750000E-9	0.002025
2.800000E-9	0.001859
2.850000E-9	0.001828
2.900000E-9	0.001791
2.950000E-9	0.001759
3.000000E-9	0.001756
3.050000E-9	0.001663
3.100000E-9	0.001556
3.150000E-9	0.001550
3.200000E-9	0.001663
3.250000E-9	0.001694
3.300000E-9	0.001591
3.350000E-9	0.001700
3.400000E-9	0.001694
3.450000E-9	0.001638
3.500000E-9	0.001681
3.550000E-9	0.001672
3.600000E-9	0.001669
3.650000E-9	0.001659
3.700000E-9	0.001500
3.750000E-9	0.001531
3.800000E-9	0.001494
3.850000E-9	0.001506
3.900000E-9	0.001391
3.950000E-9	0.001534
4.000000E-9	0.001375
4.050000E-9	0.001409
4.100000E-9	0.001475
4.150000E-9	0.001466
4.200000E-9	0.001559
4.250000E-9	0.001678
4.300000E-9	0.001575
4.350000E-9	0.001578
4.400000E-9	0.001534
4.450000E-9	0.001612
4.500000E-9	0.001628
4.550000E-9	0.001547
4.600000E-9	0.001544
4.650000E-9	0.001622
4.700000E-9	0.001469
4.750000E-9	0.001247
4.800000E-9	0.000684
4.850000E-9	0.000178
4.900000E-9	-0.000431
4.950000E-9	-0.001369
5.000000E-9	-0.002616
5.050000E-9	-0.004087
5.100000E-9	-0.005509
5.150000E-9	-0.007344
5.200000E-9	-0.009319
5.250000E-9	-0.011194
5.300000E-9	-0.012903
5.350000E-9	-0.014438
5.400000E-9	-0.015847
5.450000E-9	-0.016759
5.500000E-9	-0.017241
5.550000E-9	-0.017309
