LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	10:37:33.3231749534606933594
***End_of_Header***	
	
Channels	1	
Samples	2000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001694
5.000000E-11	0.001788
1.000000E-10	0.001553
1.500000E-10	0.001581
2.000000E-10	0.001384
2.500000E-10	0.001403
3.000000E-10	0.001341
3.500000E-10	0.001406
4.000000E-10	0.001422
4.500000E-10	0.001347
5.000000E-10	0.001522
5.500000E-10	0.001572
6.000000E-10	0.001553
6.500000E-10	0.001641
7.000000E-10	0.001544
7.500000E-10	0.001647
8.000000E-10	0.001659
8.500000E-10	0.001597
9.000000E-10	0.001503
9.500000E-10	0.001569
1.000000E-9	0.001509
1.050000E-9	0.001663
1.100000E-9	0.001553
1.150000E-9	0.001609
1.200000E-9	0.001572
1.250000E-9	0.001644
1.300000E-9	0.001638
1.350000E-9	0.001684
1.400000E-9	0.001616
1.450000E-9	0.001528
1.500000E-9	0.001456
1.550000E-9	0.001425
1.600000E-9	0.001250
1.650000E-9	0.001200
1.700000E-9	0.001216
1.750000E-9	0.001359
1.800000E-9	0.001309
1.850000E-9	0.001431
1.900000E-9	0.001469
1.950000E-9	0.001534
2.000000E-9	0.001563
2.050000E-9	0.001625
2.100000E-9	0.001475
2.150000E-9	0.001541
2.200000E-9	0.001456
2.250000E-9	0.001397
2.300000E-9	0.001181
2.350000E-9	0.001194
2.400000E-9	0.001150
2.450000E-9	0.001053
2.500000E-9	0.001072
2.550000E-9	0.001131
2.600000E-9	0.001109
2.650000E-9	0.001012
2.700000E-9	0.000966
2.750000E-9	0.001103
2.800000E-9	0.001050
2.850000E-9	0.000984
2.900000E-9	0.001050
2.950000E-9	0.001084
3.000000E-9	0.001041
3.050000E-9	0.001056
3.100000E-9	0.001012
3.150000E-9	0.000994
3.200000E-9	0.000956
3.250000E-9	0.000953
3.300000E-9	0.000913
3.350000E-9	0.000800
3.400000E-9	0.000750
3.450000E-9	0.000825
3.500000E-9	0.000725
3.550000E-9	0.000831
3.600000E-9	0.000844
3.650000E-9	0.000984
3.700000E-9	0.000950
3.750000E-9	0.001153
3.800000E-9	0.001112
3.850000E-9	0.001250
3.900000E-9	0.001284
3.950000E-9	0.001313
4.000000E-9	0.001347
4.050000E-9	0.001437
4.100000E-9	0.001447
4.150000E-9	0.001484
4.200000E-9	0.001491
4.250000E-9	0.001606
4.300000E-9	0.001466
4.350000E-9	0.001734
4.400000E-9	0.001625
4.450000E-9	0.001691
4.500000E-9	0.001706
4.550000E-9	0.001866
4.600000E-9	0.001928
4.650000E-9	0.001913
4.700000E-9	0.001897
4.750000E-9	0.001728
4.800000E-9	0.001488
4.850000E-9	0.001163
4.900000E-9	0.000263
4.950000E-9	-0.000759
5.000000E-9	-0.002206
5.050000E-9	-0.003784
5.100000E-9	-0.005859
5.150000E-9	-0.008025
5.200000E-9	-0.010566
5.250000E-9	-0.012966
5.300000E-9	-0.015450
5.350000E-9	-0.017572
5.400000E-9	-0.019700
5.450000E-9	-0.021231
5.500000E-9	-0.022300
5.550000E-9	-0.022841
