LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	12:11:05.5931782722473144531
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002225
5.000000E-11	0.002192
1.000000E-10	0.002198
1.500000E-10	0.002227
2.000000E-10	0.002311
2.500000E-10	0.002291
3.000000E-10	0.002319
3.500000E-10	0.002400
4.000000E-10	0.002427
4.500000E-10	0.002556
5.000000E-10	0.002492
5.500000E-10	0.002478
6.000000E-10	0.002505
6.500000E-10	0.002436
7.000000E-10	0.002367
7.500000E-10	0.002311
8.000000E-10	0.002308
8.500000E-10	0.002227
9.000000E-10	0.002186
9.500000E-10	0.002228
1.000000E-9	0.002225
1.050000E-9	0.002253
1.100000E-9	0.002323
1.150000E-9	0.002352
1.200000E-9	0.002388
1.250000E-9	0.002395
1.300000E-9	0.002323
1.350000E-9	0.002253
1.400000E-9	0.002253
1.450000E-9	0.002245
1.500000E-9	0.002175
1.550000E-9	0.002111
1.600000E-9	0.002080
1.650000E-9	0.002038
1.700000E-9	0.002005
1.750000E-9	0.001952
1.800000E-9	0.001891
1.850000E-9	0.001897
1.900000E-9	0.001803
1.950000E-9	0.001850
2.000000E-9	0.001844
2.050000E-9	0.001881
2.100000E-9	0.001988
2.150000E-9	0.002077
2.200000E-9	0.002041
2.250000E-9	0.002005
2.300000E-9	0.002025
2.350000E-9	0.002017
2.400000E-9	0.001983
2.450000E-9	0.001955
2.500000E-9	0.001956
2.550000E-9	0.001905
2.600000E-9	0.001895
2.650000E-9	0.001961
2.700000E-9	0.001991
2.750000E-9	0.002081
2.800000E-9	0.002164
2.850000E-9	0.002216
2.900000E-9	0.002294
2.950000E-9	0.002342
3.000000E-9	0.002328
3.050000E-9	0.002342
3.100000E-9	0.002248
3.150000E-9	0.002220
3.200000E-9	0.002169
3.250000E-9	0.002180
3.300000E-9	0.002086
3.350000E-9	0.002170
3.400000E-9	0.002150
3.450000E-9	0.002266
3.500000E-9	0.002386
3.550000E-9	0.002477
3.600000E-9	0.002538
3.650000E-9	0.002614
3.700000E-9	0.002586
3.750000E-9	0.002505
3.800000E-9	0.002230
3.850000E-9	0.001819
3.900000E-9	0.001170
3.950000E-9	0.000491
4.000000E-9	-0.000533
4.050000E-9	-0.001720
4.100000E-9	-0.003028
4.150000E-9	-0.004408
4.200000E-9	-0.005858
4.250000E-9	-0.007242
4.300000E-9	-0.008520
4.350000E-9	-0.009514
4.400000E-9	-0.010263
4.450000E-9	-0.010602
4.500000E-9	-0.010556
4.550000E-9	-0.010141
4.600000E-9	-0.009425
4.650000E-9	-0.008513
4.700000E-9	-0.007497
4.750000E-9	-0.006567
4.800000E-9	-0.005738
4.850000E-9	-0.005088
4.900000E-9	-0.004691
4.950000E-9	-0.004502
5.000000E-9	-0.004602
5.050000E-9	-0.004745
5.100000E-9	-0.004933
5.150000E-9	-0.005006
5.200000E-9	-0.004967
5.250000E-9	-0.004733
5.300000E-9	-0.004313
5.350000E-9	-0.003663
5.400000E-9	-0.003017
5.450000E-9	-0.002278
5.500000E-9	-0.001736
