LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:36:35.4837751388549804688
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001239
5.000000E-11	0.001251
1.000000E-10	0.001253
1.500000E-10	0.001269
2.000000E-10	0.001248
2.500000E-10	0.001251
3.000000E-10	0.001224
3.500000E-10	0.001188
4.000000E-10	0.001191
4.500000E-10	0.001184
5.000000E-10	0.001205
5.500000E-10	0.001239
6.000000E-10	0.001279
6.500000E-10	0.001306
7.000000E-10	0.001318
7.500000E-10	0.001341
8.000000E-10	0.001336
8.500000E-10	0.001335
9.000000E-10	0.001293
9.500000E-10	0.001341
1.000000E-9	0.001365
1.050000E-9	0.001423
1.100000E-9	0.001443
1.150000E-9	0.001441
1.200000E-9	0.001437
1.250000E-9	0.001446
1.300000E-9	0.001449
1.350000E-9	0.001463
1.400000E-9	0.001425
1.450000E-9	0.001412
1.500000E-9	0.001385
1.550000E-9	0.001335
1.600000E-9	0.001296
1.650000E-9	0.001302
1.700000E-9	0.001308
1.750000E-9	0.001312
1.800000E-9	0.001337
1.850000E-9	0.001367
1.900000E-9	0.001327
1.950000E-9	0.001352
2.000000E-9	0.001354
2.050000E-9	0.001357
2.100000E-9	0.001349
2.150000E-9	0.001427
2.200000E-9	0.001420
2.250000E-9	0.001398
2.300000E-9	0.001362
2.350000E-9	0.001346
2.400000E-9	0.001257
2.450000E-9	0.001215
2.500000E-9	0.001140
2.550000E-9	0.001151
2.600000E-9	0.001126
2.650000E-9	0.001123
2.700000E-9	0.001087
2.750000E-9	0.001100
2.800000E-9	0.001160
2.850000E-9	0.001226
2.900000E-9	0.001343
2.950000E-9	0.001487
3.000000E-9	0.001591
3.050000E-9	0.001738
3.100000E-9	0.001838
3.150000E-9	0.002009
3.200000E-9	0.002126
3.250000E-9	0.002214
3.300000E-9	0.002284
3.350000E-9	0.002394
3.400000E-9	0.002522
3.450000E-9	0.002695
3.500000E-9	0.002877
3.550000E-9	0.003087
3.600000E-9	0.003367
3.650000E-9	0.003602
3.700000E-9	0.003869
3.750000E-9	0.004110
3.800000E-9	0.004377
3.850000E-9	0.004596
3.900000E-9	0.004771
3.950000E-9	0.004818
4.000000E-9	0.004743
4.050000E-9	0.004452
4.100000E-9	0.003948
4.150000E-9	0.003180
4.200000E-9	0.002159
4.250000E-9	0.000933
4.300000E-9	-0.000459
4.350000E-9	-0.001872
4.400000E-9	-0.003207
4.450000E-9	-0.004309
4.500000E-9	-0.005134
4.550000E-9	-0.005624
4.600000E-9	-0.005738
4.650000E-9	-0.005484
4.700000E-9	-0.004965
4.750000E-9	-0.004296
4.800000E-9	-0.003619
4.850000E-9	-0.002951
4.900000E-9	-0.002488
4.950000E-9	-0.002245
5.000000E-9	-0.002258
5.050000E-9	-0.002456
5.100000E-9	-0.002780
5.150000E-9	-0.003108
5.200000E-9	-0.003416
5.250000E-9	-0.003534
5.300000E-9	-0.003472
5.350000E-9	-0.003141
5.400000E-9	-0.002662
5.450000E-9	-0.002069
5.500000E-9	-0.001455
