LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:42:32.5381975173950195313
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	2015/03/07	
Time	11:42:32.5381975173950195313	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001891
5.000000E-11	0.001936
1.000000E-10	0.002023
1.500000E-10	0.002036
2.000000E-10	0.002052
2.500000E-10	0.002133
3.000000E-10	0.002194
3.500000E-10	0.002225
4.000000E-10	0.002291
4.500000E-10	0.002356
5.000000E-10	0.002439
5.500000E-10	0.002436
6.000000E-10	0.002508
6.500000E-10	0.002597
7.000000E-10	0.002616
7.500000E-10	0.002625
8.000000E-10	0.002638
8.500000E-10	0.002583
9.000000E-10	0.002623
9.500000E-10	0.002572
1.000000E-9	0.002506
1.050000E-9	0.002494
1.100000E-9	0.002461
1.150000E-9	0.002459
1.200000E-9	0.002444
1.250000E-9	0.002494
1.300000E-9	0.002478
1.350000E-9	0.002470
1.400000E-9	0.002494
1.450000E-9	0.002506
1.500000E-9	0.002491
1.550000E-9	0.002552
1.600000E-9	0.002488
1.650000E-9	0.002525
1.700000E-9	0.002480
1.750000E-9	0.002506
1.800000E-9	0.002520
1.850000E-9	0.002553
1.900000E-9	0.002569
1.950000E-9	0.002512
2.000000E-9	0.002459
2.050000E-9	0.002413
2.100000E-9	0.002477
2.150000E-9	0.002414
2.200000E-9	0.002367
2.250000E-9	0.002388
2.300000E-9	0.002366
2.350000E-9	0.002444
2.400000E-9	0.002469
2.450000E-9	0.002502
2.500000E-9	0.002569
2.550000E-9	0.002631
2.600000E-9	0.002702
2.650000E-9	0.002752
2.700000E-9	0.002789
2.750000E-9	0.002861
2.800000E-9	0.002980
2.850000E-9	0.003042
2.900000E-9	0.003155
2.950000E-9	0.003272
3.000000E-9	0.003330
3.050000E-9	0.003398
3.100000E-9	0.003455
3.150000E-9	0.003575
3.200000E-9	0.003781
3.250000E-9	0.003864
3.300000E-9	0.004052
3.350000E-9	0.004267
3.400000E-9	0.004539
3.450000E-9	0.004848
3.500000E-9	0.005247
3.550000E-9	0.005667
3.600000E-9	0.006202
3.650000E-9	0.006711
3.700000E-9	0.007281
3.750000E-9	0.007913
3.800000E-9	0.008537
3.850000E-9	0.009244
3.900000E-9	0.010064
3.950000E-9	0.010897
4.000000E-9	0.011813
4.050000E-9	0.012830
4.100000E-9	0.013780
4.150000E-9	0.014752
4.200000E-9	0.015625
4.250000E-9	0.016325
4.300000E-9	0.016761
4.350000E-9	0.017014
4.400000E-9	0.016981
4.450000E-9	0.016616
4.500000E-9	0.015958
4.550000E-9	0.015134
4.600000E-9	0.014150
4.650000E-9	0.013111
4.700000E-9	0.012089
4.750000E-9	0.011120
4.800000E-9	0.010495
4.850000E-9	0.010023
4.900000E-9	0.009766
4.950000E-9	0.009717
5.000000E-9	0.009737
5.050000E-9	0.009809
5.100000E-9	0.009828
5.150000E-9	0.009800
5.200000E-9	0.009477
5.250000E-9	0.009150
5.300000E-9	0.008555
5.350000E-9	0.007880
5.400000E-9	0.007123
5.450000E-9	0.006463
5.500000E-9	0.005942
5.550000E-9	0.005533
