LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:42:32.5381975173950195313
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002089
5.000000E-11	0.002120
1.000000E-10	0.002127
1.500000E-10	0.002228
2.000000E-10	0.002255
2.500000E-10	0.002398
3.000000E-10	0.002416
3.500000E-10	0.002467
4.000000E-10	0.002489
4.500000E-10	0.002480
5.000000E-10	0.002461
5.500000E-10	0.002505
6.000000E-10	0.002456
6.500000E-10	0.002402
7.000000E-10	0.002413
7.500000E-10	0.002381
8.000000E-10	0.002375
8.500000E-10	0.002469
9.000000E-10	0.002483
9.500000E-10	0.002558
1.000000E-9	0.002573
1.050000E-9	0.002595
1.100000E-9	0.002656
1.150000E-9	0.002719
1.200000E-9	0.002827
1.250000E-9	0.002873
1.300000E-9	0.002909
1.350000E-9	0.002986
1.400000E-9	0.002984
1.450000E-9	0.003019
1.500000E-9	0.002944
1.550000E-9	0.002923
1.600000E-9	0.002855
1.650000E-9	0.002769
1.700000E-9	0.002655
1.750000E-9	0.002592
1.800000E-9	0.002488
1.850000E-9	0.002503
1.900000E-9	0.002483
1.950000E-9	0.002520
2.000000E-9	0.002539
2.050000E-9	0.002613
2.100000E-9	0.002698
2.150000E-9	0.002806
2.200000E-9	0.002845
2.250000E-9	0.002864
2.300000E-9	0.002917
2.350000E-9	0.002900
2.400000E-9	0.002911
2.450000E-9	0.002894
2.500000E-9	0.002833
2.550000E-9	0.002825
2.600000E-9	0.002794
2.650000E-9	0.002769
2.700000E-9	0.002723
2.750000E-9	0.002719
2.800000E-9	0.002709
2.850000E-9	0.002808
2.900000E-9	0.002892
2.950000E-9	0.002981
3.000000E-9	0.003086
3.050000E-9	0.003241
3.100000E-9	0.003416
3.150000E-9	0.003558
3.200000E-9	0.003686
3.250000E-9	0.003895
3.300000E-9	0.004119
3.350000E-9	0.004375
3.400000E-9	0.004556
3.450000E-9	0.004884
3.500000E-9	0.005266
3.550000E-9	0.005756
3.600000E-9	0.006269
3.650000E-9	0.006942
3.700000E-9	0.007644
3.750000E-9	0.008373
3.800000E-9	0.009114
3.850000E-9	0.009989
3.900000E-9	0.010873
3.950000E-9	0.011798
4.000000E-9	0.012733
4.050000E-9	0.013798
4.100000E-9	0.014752
4.150000E-9	0.015745
4.200000E-9	0.016592
4.250000E-9	0.017348
4.300000E-9	0.017941
4.350000E-9	0.018263
4.400000E-9	0.018244
4.450000E-9	0.017898
4.500000E-9	0.017222
4.550000E-9	0.016398
4.600000E-9	0.015355
4.650000E-9	0.014213
4.700000E-9	0.013034
4.750000E-9	0.012048
4.800000E-9	0.011186
4.850000E-9	0.010642
4.900000E-9	0.010358
4.950000E-9	0.010264
5.000000E-9	0.010311
5.050000E-9	0.010486
5.100000E-9	0.010566
5.150000E-9	0.010603
5.200000E-9	0.010400
5.250000E-9	0.009955
5.300000E-9	0.009427
5.350000E-9	0.008741
5.400000E-9	0.007916
5.450000E-9	0.007122
5.500000E-9	0.006453
5.550000E-9	0.006078
5.600000E-9	0.005828
