LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:51:38.3154139518737792969
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002206
5.000000E-11	0.002284
1.000000E-10	0.002216
1.500000E-10	0.002269
2.000000E-10	0.002306
2.500000E-10	0.002250
3.000000E-10	0.002094
3.500000E-10	0.002169
4.000000E-10	0.002197
4.500000E-10	0.002256
5.000000E-10	0.002172
5.500000E-10	0.002275
6.000000E-10	0.002153
6.500000E-10	0.002281
7.000000E-10	0.002388
7.500000E-10	0.002338
8.000000E-10	0.002397
8.500000E-10	0.002353
9.000000E-10	0.002200
9.500000E-10	0.002328
1.000000E-9	0.002366
1.050000E-9	0.002434
1.100000E-9	0.002294
1.150000E-9	0.002297
1.200000E-9	0.002428
1.250000E-9	0.002497
1.300000E-9	0.002428
1.350000E-9	0.002478
1.400000E-9	0.002559
1.450000E-9	0.002534
1.500000E-9	0.002503
1.550000E-9	0.002509
1.600000E-9	0.002488
1.650000E-9	0.002553
1.700000E-9	0.002512
1.750000E-9	0.002409
1.800000E-9	0.002353
1.850000E-9	0.002366
1.900000E-9	0.002338
1.950000E-9	0.002447
2.000000E-9	0.002400
2.050000E-9	0.002378
2.100000E-9	0.002359
2.150000E-9	0.002384
2.200000E-9	0.002497
2.250000E-9	0.002550
2.300000E-9	0.002484
2.350000E-9	0.002478
2.400000E-9	0.002422
2.450000E-9	0.002391
2.500000E-9	0.002344
2.550000E-9	0.002269
2.600000E-9	0.002356
2.650000E-9	0.002250
2.700000E-9	0.002363
2.750000E-9	0.002534
2.800000E-9	0.002662
2.850000E-9	0.002772
2.900000E-9	0.002906
2.950000E-9	0.003050
3.000000E-9	0.003116
3.050000E-9	0.003241
3.100000E-9	0.003266
3.150000E-9	0.003291
3.200000E-9	0.003472
3.250000E-9	0.003559
3.300000E-9	0.003781
3.350000E-9	0.004041
3.400000E-9	0.004319
3.450000E-9	0.004728
3.500000E-9	0.005219
3.550000E-9	0.005819
3.600000E-9	0.006522
3.650000E-9	0.007253
3.700000E-9	0.007903
3.750000E-9	0.008688
3.800000E-9	0.009284
3.850000E-9	0.010056
3.900000E-9	0.010772
3.950000E-9	0.011625
4.000000E-9	0.012338
4.050000E-9	0.013216
4.100000E-9	0.014031
4.150000E-9	0.014678
4.200000E-9	0.015338
4.250000E-9	0.015616
4.300000E-9	0.015803
4.350000E-9	0.015872
4.400000E-9	0.015409
4.450000E-9	0.014809
4.500000E-9	0.014056
4.550000E-9	0.013150
4.600000E-9	0.012206
4.650000E-9	0.011222
4.700000E-9	0.010275
4.750000E-9	0.009434
4.800000E-9	0.008747
4.850000E-9	0.008344
4.900000E-9	0.008188
4.950000E-9	0.008131
5.000000E-9	0.008188
5.050000E-9	0.008306
5.100000E-9	0.008412
5.150000E-9	0.008347
5.200000E-9	0.008191
5.250000E-9	0.007809
5.300000E-9	0.007319
5.350000E-9	0.006719
5.400000E-9	0.006128
5.450000E-9	0.005391
5.500000E-9	0.005006
5.550000E-9	0.004534
5.600000E-9	0.004413
