LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	11:54:07.3989410400390625
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	1903/12/31	
Time	19:00:00	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.001126
5.000000E-11	0.001151
1.000000E-10	0.001197
1.500000E-10	0.001325
2.000000E-10	0.001422
2.500000E-10	0.001513
3.000000E-10	0.001554
3.500000E-10	0.001555
4.000000E-10	0.001563
4.500000E-10	0.001525
5.000000E-10	0.001429
5.500000E-10	0.001298
6.000000E-10	0.001213
6.500000E-10	0.001159
7.000000E-10	0.001167
7.500000E-10	0.001160
8.000000E-10	0.001219
8.500000E-10	0.001255
9.000000E-10	0.001345
9.500000E-10	0.001424
1.000000E-9	0.001464
1.050000E-9	0.001501
1.100000E-9	0.001532
1.150000E-9	0.001518
1.200000E-9	0.001484
1.250000E-9	0.001430
1.300000E-9	0.001321
1.350000E-9	0.001238
1.400000E-9	0.001163
1.450000E-9	0.001097
1.500000E-9	0.001091
1.550000E-9	0.001099
1.600000E-9	0.001137
1.650000E-9	0.001170
1.700000E-9	0.001223
1.750000E-9	0.001329
1.800000E-9	0.001340
1.850000E-9	0.001385
1.900000E-9	0.001379
1.950000E-9	0.001395
2.000000E-9	0.001350
2.050000E-9	0.001358
2.100000E-9	0.001316
2.150000E-9	0.001293
2.200000E-9	0.001235
2.250000E-9	0.001218
2.300000E-9	0.001168
2.350000E-9	0.001180
2.400000E-9	0.001191
2.450000E-9	0.001261
2.500000E-9	0.001280
2.550000E-9	0.001303
2.600000E-9	0.001309
2.650000E-9	0.001308
2.700000E-9	0.001268
2.750000E-9	0.001224
2.800000E-9	0.001175
2.850000E-9	0.001102
2.900000E-9	0.001066
2.950000E-9	0.001073
3.000000E-9	0.001066
3.050000E-9	0.001094
3.100000E-9	0.001113
3.150000E-9	0.001169
3.200000E-9	0.001245
3.250000E-9	0.001342
3.300000E-9	0.001420
3.350000E-9	0.001527
3.400000E-9	0.001668
3.450000E-9	0.001863
3.500000E-9	0.002001
3.550000E-9	0.002139
3.600000E-9	0.002335
3.650000E-9	0.002498
3.700000E-9	0.002631
3.750000E-9	0.002678
3.800000E-9	0.002624
3.850000E-9	0.002494
3.900000E-9	0.002273
3.950000E-9	0.001858
4.000000E-9	0.001309
4.050000E-9	0.000643
4.100000E-9	-0.000262
4.150000E-9	-0.001355
4.200000E-9	-0.002569
4.250000E-9	-0.003807
4.300000E-9	-0.005091
4.350000E-9	-0.006284
4.400000E-9	-0.007341
4.450000E-9	-0.008076
4.500000E-9	-0.008570
4.550000E-9	-0.008623
4.600000E-9	-0.008368
4.650000E-9	-0.007836
4.700000E-9	-0.007123
4.750000E-9	-0.006259
4.800000E-9	-0.005493
4.850000E-9	-0.004823
4.900000E-9	-0.004325
4.950000E-9	-0.004118
5.000000E-9	-0.004148
5.050000E-9	-0.004345
5.100000E-9	-0.004570
5.150000E-9	-0.004809
5.200000E-9	-0.004958
5.250000E-9	-0.004832
5.300000E-9	-0.004602
5.350000E-9	-0.004147
5.400000E-9	-0.003559
5.450000E-9	-0.002898
5.500000E-9	-0.002249
