LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	Multi
Time_Pref	Relative
Operator	TG lab
Date	2015/03/07
Time	12:05:22.340545654296875
***End_of_Header***	
	
Channels	1	
Samples	1000	
Date	2015/03/07	
Time	12:05:22.340545654296875	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	5.000000E-11	
***End_of_Header***		
X_Value	Untitled	Comment
0.000000	0.002850
5.000000E-11	0.002788
1.000000E-10	0.002803
1.500000E-10	0.002791
2.000000E-10	0.002809
2.500000E-10	0.002784
3.000000E-10	0.002759
3.500000E-10	0.002722
4.000000E-10	0.002709
4.500000E-10	0.002788
5.000000E-10	0.002638
5.500000E-10	0.002838
6.000000E-10	0.002841
6.500000E-10	0.002941
7.000000E-10	0.002866
7.500000E-10	0.003022
8.000000E-10	0.003041
8.500000E-10	0.003156
9.000000E-10	0.003159
9.500000E-10	0.003069
1.000000E-9	0.003063
1.050000E-9	0.003113
1.100000E-9	0.003016
1.150000E-9	0.003106
1.200000E-9	0.002988
1.250000E-9	0.003059
1.300000E-9	0.003059
1.350000E-9	0.003169
1.400000E-9	0.003159
1.450000E-9	0.003309
1.500000E-9	0.003328
1.550000E-9	0.003256
1.600000E-9	0.003200
1.650000E-9	0.003241
1.700000E-9	0.003125
1.750000E-9	0.003147
1.800000E-9	0.003100
1.850000E-9	0.003269
1.900000E-9	0.003269
1.950000E-9	0.003350
2.000000E-9	0.003400
2.050000E-9	0.003466
2.100000E-9	0.003559
2.150000E-9	0.003638
2.200000E-9	0.003584
2.250000E-9	0.003644
2.300000E-9	0.003538
2.350000E-9	0.003534
2.400000E-9	0.003438
2.450000E-9	0.003300
2.500000E-9	0.003319
2.550000E-9	0.003278
2.600000E-9	0.003122
2.650000E-9	0.003191
2.700000E-9	0.003159
2.750000E-9	0.003247
2.800000E-9	0.003291
2.850000E-9	0.003403
2.900000E-9	0.003494
2.950000E-9	0.003525
3.000000E-9	0.003606
3.050000E-9	0.003656
3.100000E-9	0.003719
3.150000E-9	0.003847
3.200000E-9	0.003941
3.250000E-9	0.004087
3.300000E-9	0.004272
3.350000E-9	0.004356
3.400000E-9	0.004578
3.450000E-9	0.004928
3.500000E-9	0.005169
3.550000E-9	0.005694
3.600000E-9	0.006059
3.650000E-9	0.006522
3.700000E-9	0.007072
3.750000E-9	0.007622
3.800000E-9	0.008031
3.850000E-9	0.008709
3.900000E-9	0.009247
3.950000E-9	0.009825
4.000000E-9	0.010438
4.050000E-9	0.011291
4.100000E-9	0.012116
4.150000E-9	0.012950
4.200000E-9	0.013828
4.250000E-9	0.014506
4.300000E-9	0.014975
4.350000E-9	0.015388
4.400000E-9	0.015453
4.450000E-9	0.015238
4.500000E-9	0.014791
4.550000E-9	0.014134
4.600000E-9	0.013228
4.650000E-9	0.012356
4.700000E-9	0.011491
4.750000E-9	0.010778
4.800000E-9	0.010075
4.850000E-9	0.009737
4.900000E-9	0.009366
4.950000E-9	0.009291
5.000000E-9	0.009406
5.050000E-9	0.009559
5.100000E-9	0.009516
5.150000E-9	0.009594
5.200000E-9	0.009375
5.250000E-9	0.009147
5.300000E-9	0.008619
5.350000E-9	0.008116
5.400000E-9	0.007559
5.450000E-9	0.006881
5.500000E-9	0.006422
5.550000E-9	0.006094
5.600000E-9	0.005859
