Study Name	Al_Orientation
Sample Name	SC_111
Run Name	10_deg
Operator	Cody
Date	6/24/2015
Time	12:58
Sign	POS
Gratign Spacing	05.50um
Channel	3
Number Traces	5000
Files in Batch	3
Batch Number	2
dt	50.000001E-12
	
Time	Amplitude
0.000000E+0	5.085827E-5
5.000000E-11	3.372735E-5
1.000000E-10	2.216806E-5
1.500000E-10	2.397555E-5
2.000000E-10	2.419272E-5
2.500000E-10	8.785740E-6
3.000000E-10	-8.486736E-6
3.500000E-10	-7.017958E-6
4.000000E-10	-1.477756E-7
4.500000E-10	-1.187384E-6
5.000000E-10	7.169531E-6
5.500000E-10	1.908825E-5
6.000000E-10	1.982540E-5
6.500000E-10	2.911282E-5
7.000000E-10	5.387386E-5
7.500000E-10	7.812804E-5
8.000000E-10	9.189534E-5
8.500000E-10	9.121930E-5
9.000000E-10	9.224924E-5
9.500000E-10	1.105268E-4
1.000000E-9	1.213158E-4
1.050000E-9	1.098732E-4
1.100000E-9	1.037329E-4
1.150000E-9	1.036069E-4
1.200000E-9	8.464363E-5
1.250000E-9	6.045712E-5
1.300000E-9	5.353826E-5
1.350000E-9	4.936463E-5
1.400000E-9	3.009511E-5
1.450000E-9	1.175610E-5
1.500000E-9	1.070199E-5
1.550000E-9	5.970754E-6
1.600000E-9	-1.303740E-5
1.650000E-9	-1.745823E-5
1.700000E-9	-5.736316E-6
1.750000E-9	-7.074237E-6
1.800000E-9	-1.650011E-5
1.850000E-9	-1.915385E-5
1.900000E-9	-1.991172E-5
1.950000E-9	-1.861212E-5
2.000000E-9	-1.794472E-5
2.050000E-9	-1.861938E-5
2.100000E-9	-1.139218E-5
2.150000E-9	-5.911368E-6
2.200000E-9	-1.380907E-5
2.250000E-9	-2.619391E-5
2.300000E-9	-3.380469E-5
2.350000E-9	-2.810947E-5
2.400000E-9	-1.079797E-5
2.450000E-9	-9.454874E-6
2.500000E-9	-2.696593E-5
2.550000E-9	-3.291562E-5
2.600000E-9	-3.626992E-5
2.650000E-9	-5.321854E-5
2.700000E-9	-5.392392E-5
2.750000E-9	-3.671290E-5
2.800000E-9	-3.208249E-5
2.850000E-9	-3.051945E-5
2.900000E-9	-1.959649E-5
2.950000E-9	-1.746583E-5
3.000000E-9	-2.143989E-5
3.050000E-9	-1.238380E-5
3.100000E-9	6.015639E-6
3.150000E-9	2.241009E-5
3.200000E-9	2.764577E-5
3.250000E-9	2.588282E-5
3.300000E-9	3.930899E-5
3.350000E-9	5.589093E-5
3.400000E-9	4.418282E-5
