Study Name	Al_Orientation
Sample Name	SC_111
Run Name	15_deg
Operator	Cody
Date	6/24/2015
Time	13:59
Sign	NEG
Gratign Spacing	05.50um
Channel	3
Number Traces	5000
Files in Batch	3
Batch Number	1
dt	50.000001E-12
	
Time	Amplitude
0.000000E+0	1.144877E-4
5.000000E-11	9.746730E-5
1.000000E-10	8.724110E-5
1.500000E-10	6.061387E-5
2.000000E-10	3.935042E-5
2.500000E-10	4.444350E-5
3.000000E-10	4.909290E-5
3.500000E-10	4.108989E-5
4.000000E-10	4.405645E-5
4.500000E-10	5.845145E-5
5.000000E-10	6.350413E-5
5.500000E-10	6.673378E-5
6.000000E-10	8.174543E-5
6.500000E-10	9.672325E-5
7.000000E-10	1.074138E-4
7.500000E-10	1.221313E-4
8.000000E-10	1.331133E-4
8.500000E-10	1.329352E-4
9.000000E-10	1.324476E-4
9.500000E-10	1.335839E-4
1.000000E-9	1.249432E-4
1.050000E-9	1.146069E-4
1.100000E-9	1.132879E-4
1.150000E-9	1.054638E-4
1.200000E-9	8.620529E-5
1.250000E-9	7.633091E-5
1.300000E-9	8.054562E-5
1.350000E-9	8.572398E-5
1.400000E-9	8.696971E-5
1.450000E-9	8.459149E-5
1.500000E-9	8.466814E-5
1.550000E-9	9.390550E-5
1.600000E-9	1.029830E-4
1.650000E-9	1.075872E-4
1.700000E-9	1.146331E-4
1.750000E-9	1.154175E-4
1.800000E-9	1.074815E-4
1.850000E-9	1.070050E-4
1.900000E-9	1.083906E-4
1.950000E-9	1.006334E-4
2.000000E-9	9.574337E-5
2.050000E-9	9.204000E-5
2.100000E-9	8.573537E-5
2.150000E-9	9.449660E-5
2.200000E-9	1.037360E-4
2.250000E-9	8.894846E-5
2.300000E-9	8.268042E-5
2.350000E-9	1.071525E-4
2.400000E-9	1.225574E-4
2.450000E-9	1.133635E-4
2.500000E-9	1.106307E-4
2.550000E-9	1.190726E-4
2.600000E-9	1.268467E-4
2.650000E-9	1.419091E-4
2.700000E-9	1.634805E-4
2.750000E-9	1.741124E-4
2.800000E-9	1.642515E-4
2.850000E-9	1.444772E-4
2.900000E-9	1.364476E-4
2.950000E-9	1.389436E-4
3.000000E-9	1.316449E-4
3.050000E-9	1.212022E-4
3.100000E-9	1.194227E-4
3.150000E-9	1.078472E-4
3.200000E-9	8.555583E-5
3.250000E-9	7.677182E-5
3.300000E-9	7.397375E-5
3.350000E-9	5.788659E-5
3.400000E-9	4.761619E-5
3.450000E-9	5.693813E-5
3.500000E-9	6.216172E-5
3.550000E-9	5.749919E-5
3.600000E-9	5.727408E-5
3.650000E-9	6.087386E-5
3.700000E-9	7.269832E-5
3.750000E-9	9.826453E-5
3.800000E-9	1.167755E-4
3.850000E-9	1.115464E-4
3.900000E-9	1.031391E-4
3.950000E-9	1.068462E-4
4.000000E-9	1.058539E-4
4.050000E-9	9.485741E-5
4.100000E-9	8.616696E-5
4.150000E-9	7.693789E-5
4.200000E-9	6.129889E-5
4.250000E-9	4.717182E-5
4.300000E-9	3.660414E-5
4.350000E-9	2.642800E-5
4.400000E-9	2.136600E-5
4.450000E-9	2.110325E-5
4.500000E-9	2.541671E-5
4.550000E-9	3.772489E-5
4.600000E-9	5.098188E-5
4.650000E-9	6.275973E-5
4.700000E-9	7.718200E-5
4.750000E-9	8.887526E-5
4.800000E-9	9.713688E-5
4.850000E-9	1.070209E-4
4.900000E-9	1.135403E-4
4.950000E-9	1.092973E-4
5.000000E-9	9.720835E-5
5.050000E-9	8.702254E-5
5.100000E-9	7.996004E-5
5.150000E-9	6.804616E-5
5.200000E-9	5.407032E-5
5.250000E-9	4.648128E-5
5.300000E-9	3.932107E-5
5.350000E-9	2.638657E-5
5.400000E-9	1.590245E-5
5.450000E-9	1.419819E-5
5.500000E-9	1.854998E-5
5.550000E-9	2.448379E-5
5.600000E-9	2.835288E-5
5.650000E-9	3.308791E-5
5.700000E-9	4.135368E-5
5.750000E-9	4.941504E-5
5.800000E-9	5.393255E-5
5.850000E-9	4.856671E-5
5.900000E-9	4.056370E-5
5.950000E-9	4.675094E-5
6.000000E-9	5.284806E-5
6.050000E-9	4.537331E-5
6.100000E-9	4.118035E-5
6.150000E-9	4.620265E-5
6.200000E-9	4.974581E-5
6.250000E-9	4.842757E-5
6.300000E-9	5.201320E-5
6.350000E-9	6.627458E-5
6.400000E-9	8.097997E-5
6.450000E-9	9.588873E-5
6.500000E-9	1.134550E-4
6.550000E-9	1.192103E-4
6.600000E-9	1.216531E-4
6.650000E-9	1.372780E-4
6.700000E-9	1.460654E-4
6.750000E-9	1.421280E-4
6.800000E-9	1.437197E-4
6.850000E-9	1.373988E-4
6.900000E-9	1.143192E-4
6.950000E-9	9.834912E-5
7.000000E-9	8.924677E-5
7.050000E-9	7.324592E-5
7.100000E-9	5.555601E-5
7.150000E-9	3.315282E-5
7.200000E-9	1.454277E-5
7.250000E-9	1.575122E-5
7.300000E-9	1.210344E-5
7.350000E-9	-5.232222E-6
7.400000E-9	-5.353411E-6
7.450000E-9	1.072443E-5
7.500000E-9	2.203202E-5
7.550000E-9	2.685406E-5
7.600000E-9	2.933966E-5
7.650000E-9	3.652301E-5
7.700000E-9	5.051783E-5
7.750000E-9	6.285468E-5
7.800000E-9	7.600877E-5
7.850000E-9	9.397041E-5
7.900000E-9	9.944535E-5
7.950000E-9	8.842226E-5
8.000000E-9	8.725560E-5
8.050000E-9	9.902827E-5
8.100000E-9	1.013257E-4
8.150000E-9	9.556556E-5
8.200000E-9	9.810467E-5
8.250000E-9	1.075523E-4
8.300000E-9	1.122759E-4
8.350000E-9	1.118374E-4
8.400000E-9	1.077515E-4
8.450000E-9	1.004863E-4
8.500000E-9	1.021419E-4
8.550000E-9	1.057503E-4
8.600000E-9	9.272882E-5
8.650000E-9	8.522368E-5
8.700000E-9	9.641768E-5
8.750000E-9	9.105495E-5
8.800000E-9	6.553639E-5
8.850000E-9	5.294232E-5
8.900000E-9	5.587021E-5
8.950000E-9	5.994474E-5
9.000000E-9	5.436242E-5
9.050000E-9	3.627890E-5
9.100000E-9	2.535939E-5
9.150000E-9	2.843747E-5
9.200000E-9	2.641833E-5
9.250000E-9	2.207553E-5
9.300000E-9	3.306858E-5
9.350000E-9	5.160336E-5
9.400000E-9	6.213203E-5
9.450000E-9	6.662330E-5
9.500000E-9	7.398515E-5
9.550000E-9	8.544155E-5
9.600000E-9	8.976191E-5
9.650000E-9	8.364097E-5
9.700000E-9	8.221983E-5
9.750000E-9	8.755564E-5
9.800000E-9	8.584931E-5
9.850000E-9	7.649526E-5
9.900000E-9	6.840800E-5
9.950000E-9	5.904359E-5
1.000000E-8	4.364178E-5
1.005000E-8	4.267503E-5
1.010000E-8	6.568727E-5
1.015000E-8	7.511659E-5
1.020000E-8	6.197665E-5
1.025000E-8	6.368056E-5
1.030000E-8	7.890490E-5
1.035000E-8	8.606925E-5
1.040000E-8	9.404257E-5
1.045000E-8	1.030880E-4
1.050000E-8	9.861394E-5
1.055000E-8	9.043277E-5
1.060000E-8	9.138503E-5
1.065000E-8	9.313555E-5
1.070000E-8	9.329575E-5
1.075000E-8	9.369730E-5
1.080000E-8	8.604266E-5
1.085000E-8	6.657669E-5
1.090000E-8	4.681723E-5
1.095000E-8	4.875972E-5
1.100000E-8	6.203535E-5
1.105000E-8	5.738249E-5
1.110000E-8	5.350511E-5
1.115000E-8	6.128301E-5
1.120000E-8	5.649135E-5
1.125000E-8	5.333455E-5
1.130000E-8	6.907920E-5
1.135000E-8	8.687097E-5
1.140000E-8	1.027827E-4
1.145000E-8	1.163674E-4
1.150000E-8	1.164975E-4
1.155000E-8	1.155857E-4
1.160000E-8	1.284332E-4
1.165000E-8	1.385213E-4
1.170000E-8	1.398975E-4
1.175000E-8	1.435526E-4
1.180000E-8	1.407887E-4
1.185000E-8	1.327176E-4
1.190000E-8	1.349636E-4
1.195000E-8	1.359259E-4
1.200000E-8	1.207955E-4
1.205000E-8	1.057300E-4
1.210000E-8	1.051499E-4
1.215000E-8	1.031698E-4
1.220000E-8	9.211493E-5
